Timestamp,Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol,Packet Length,Packet Type,Traffic Type,Payload Data,Malware Indicators,Anomaly Scores,Alerts/Warnings,Attack Type,Attack Signature,Action Taken,Severity Level,User Information,Device Information,Network Segment,Geo-location Data,Proxy Information,Firewall Logs,IDS/IPS Alerts,Log Source,Cluster,Distance
2021-04-21 07:18:04,162.176.50.94,126.17.46.104,4427,63121,TCP,307,Data,HTTP,Qui eos facilis autem eveniet porro similique. Repudiandae et voluptatem architecto.,,14.09,,Malware,Known Pattern A,Ignored,High,Sumer Malhotra,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; sa-IN) AppleWebKit/534.41.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.41.6",Segment A,"Narasaraopet, Assam",,Log Data,,Firewall,1,2.2020417945810764
2021-10-14 01:10:44,172.237.82.18,190.31.185.23,60273,63915,TCP,89,Control,HTTP,Ea unde dignissimos alias. Dolores mollitia soluta aut fugit nisi.,IoC Detected,11.96,,Malware,Known Pattern B,Ignored,Low,Purab Sampath,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.31.5 (KHTML, like Gecko) Version/4.0.1 Safari/534.31.5",Segment B,"Kishanganj, Tamil Nadu",,Log Data,Alert Data,Server,1,2.337737740453183
2021-10-15 16:38:27,149.235.116.5,19.247.214.124,64045,2641,ICMP,340,Control,FTP,Assumenda voluptatibus doloribus in modi aspernatur quo. Sequi aut modi eveniet sunt harum temporibus.,IoC Detected,31.01,,Intrusion,Known Pattern B,Ignored,Low,Anika Dora,Opera/9.51.(X11; Linux x86_64; tn-ZA) Presto/2.9.171 Version/11.00,Segment B,"Ambattur, Mizoram",,,Alert Data,Server,1,2.376553318327875
2022-08-09 15:35:22,4.154.227.10,125.202.86.99,65337,6151,UDP,157,Data,FTP,Laudantium iure dolore quam laborum sint provident sint. Enim dolorum maiores repudiandae exercitationem accusantium repellat. Vero illo ab dolorum.,IoC Detected,75.17,Alert Triggered,Malware,Known Pattern B,Logged,Medium,Amani Thaker,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/55.0.841.0 Safari/532.2",Segment A,"Bulandshahr, Madhya Pradesh",196.192.35.160,Log Data,Alert Data,Firewall,1,2.348495408619494
2022-08-10 12:44:05,41.110.175.215,61.106.99.97,58029,63008,ICMP,295,Control,HTTP,Rem illo et occaecati facilis possimus beatae accusantium. Nobis vitae blanditiis iure necessitatibus ad sed. Maxime rerum itaque distinctio odio quo.,,67.43,,DDoS,Known Pattern B,Ignored,High,Saira Dhillon,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.2.4 (KHTML, like Gecko) Version/5.0 Safari/535.2.4",Segment B,"Arrah, Gujarat",155.35.217.191,Log Data,Alert Data,Server,1,2.1416890567898395
2020-07-02 13:01:43,18.145.116.152,3.87.69.63,4145,60712,TCP,477,Data,HTTP,Incidunt temporibus asperiores non asperiores. Provident officia veniam ducimus ut facilis tenetur. Ut at nam earum fuga repellendus.,IoC Detected,81.15,Alert Triggered,Intrusion,Known Pattern A,Logged,High,Anika Sant,Mozilla/5.0 (Windows NT 4.0; wae-CH; rv:1.9.0.20) Gecko/9969-07-14 19:15:29 Firefox/3.8,Segment A,"Danapur, Himachal Pradesh",205.196.225.182,Log Data,,Firewall,1,2.1406918662225407
2022-06-04 23:01:38,35.255.233.254,130.26.240.194,5050,63012,UDP,267,Control,FTP,Consequatur repellendus officiis iste. Quas voluptate necessitatibus quidem facere. Cum ipsam at deserunt odio unde illum.,,92.44,,DDoS,Known Pattern A,Logged,Low,Charvi Dutta,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/44.0.855.0 Safari/536.0",Segment A,"Gwalior, Assam",218.16.82.27,Log Data,,Server,1,2.181327026727793
2020-05-02 13:55:17,22.181.180.170,161.195.239.169,6677,2021,UDP,102,Data,HTTP,Modi ullam placeat alias. Error minima quidem sunt. Rerum sint iusto recusandae blanditiis deleniti. Corrupti voluptatum quod architecto provident.,IoC Detected,86.44,Alert Triggered,Malware,Known Pattern A,Ignored,High,Suhana Johal,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/32.0.864.0 Safari/534.0",Segment A,"Bhind, Rajasthan",,,,Server,1,2.2336684778265026
2022-07-11 05:56:00,59.84.11.113,120.29.71.236,60220,2729,UDP,102,Control,FTP,Necessitatibus ea alias facere harum suscipit unde. Commodi repellat id libero ipsam ipsam ut. Tempore harum magni.,IoC Detected,2.83,,Intrusion,Known Pattern B,Ignored,Medium,Ojas Tiwari,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.1; Trident/3.0),Segment C,"Srinagar, Odisha",49.217.135.208,Log Data,,Firewall,1,2.303372042745391
2022-11-22 01:27:01,86.150.162.1,141.33.42.13,5054,63669,UDP,229,Data,HTTP,Ut fugiat rerum ipsam. Veniam hic animi soluta nesciunt. Natus illo corporis reiciendis labore.,,77.09,Alert Triggered,Malware,Known Pattern A,Logged,Low,Adah Lala,Mozilla/5.0 (compatible; MSIE 7.0; Windows 95; Trident/5.1),Segment B,"Shimoga, Haryana",,Log Data,,Firewall,1,2.2171567178619074
2020-07-13 07:25:37,186.122.254.200,11.157.66.45,36749,65144,TCP,1485,Data,HTTP,Libero maxime soluta blanditiis optio commodi voluptas. Illo nesciunt possimus dolorum ab illum nulla minima. Ea facere quo eius voluptatibus iusto minima.,,93.7,,Intrusion,Known Pattern A,Blocked,Medium,Kiaan Gaba,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/41.0.866.0 Safari/534.1",Segment B,"Allahabad, Tripura",,,Alert Data,Server,2,2.1516999418495355
2020-01-26 05:04:27,26.162.48.67,64.178.255.199,63349,63257,ICMP,471,Control,DNS,Commodi blanditiis cumque minus eligendi in exercitationem. Hic repellendus accusamus tenetur beatae distinctio. Vel nobis sapiente corrupti placeat.,IoC Detected,83.93,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Madhav Thakkar,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.1),Segment B,"Bettiah, Himachal Pradesh",71.27.159.238,Log Data,Alert Data,Firewall,2,2.2046888890470075
2022-10-11 11:13:31,198.248.204.172,175.64.149.245,2534,63534,ICMP,368,Data,HTTP,"Sapiente iste aut natus. Et deleniti sequi maxime vitae veritatis. Quo id maiores corporis culpa earum iste.
Mollitia in velit. Magni modi eum similique. Sit magni laudantium.",IoC Detected,92.3,,DDoS,Known Pattern B,Blocked,High,Jhanvi Kalla,Opera/8.78.(X11; Linux i686; ln-CD) Presto/2.9.180 Version/12.00,Segment A,"Tumkur, Haryana",,Log Data,,Server,1,2.2868976481378995
2021-07-25 12:53:47,145.133.106.186,166.200.222.38,1536,61583,ICMP,540,Data,DNS,Voluptatibus placeat consectetur nobis explicabo minus necessitatibus tenetur. Harum cupiditate ipsam itaque quae et.,IoC Detected,54.55,Alert Triggered,Intrusion,Known Pattern A,Blocked,High,Kashvi Kalita,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/3.1),Segment B,"Khammam, Odisha",,Log Data,Alert Data,Server,0,2.1333550560980816
2022-04-09 17:34:22,144.53.54.80,199.195.91.75,62739,6780,UDP,258,Data,FTP,"Assumenda libero saepe recusandae maxime. Libero eum ex sint laudantium minus quasi saepe.
Distinctio quam doloremque consequatur omnis. Possimus facilis qui similique. Nobis ducimus est amet saepe.",,19.18,,Intrusion,Known Pattern B,Ignored,Medium,Suhana Gera,Mozilla/5.0 (Android 5.0.2; Mobile; rv:44.0) Gecko/44.0 Firefox/44.0,Segment B,"Karimnagar, Maharashtra",,Log Data,,Server,1,2.1852065573505812
2021-09-17 01:32:33,118.142.0.58,207.62.72.143,5548,65206,TCP,586,Control,HTTP,"Pariatur corporis perferendis inventore. Optio officia officiis occaecati itaque.
Asperiores alias numquam. Delectus possimus numquam laudantium veniam excepturi.",,94.51,,DDoS,Known Pattern B,Logged,Medium,Elakshi Dora,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/4.0),Segment C,"Morena, Himachal Pradesh",,Log Data,,Server,0,2.1530135441701783
2022-01-29 14:02:59,118.167.12.184,129.47.209.248,1028,56028,TCP,97,Control,DNS,"Dolorem amet quidem.
Fugit doloribus totam magnam doloribus dolorem numquam laborum. Nostrum vero eius repellendus nesciunt minima. Ad assumenda autem laborum modi rem.",IoC Detected,19.89,,DDoS,Known Pattern B,Logged,High,Hansh Dar,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/9690-10-06 05:18:28 Firefox/11.0,Segment A,"Burhanpur, Tripura",,,,Firewall,1,2.163810665599992
2020-05-12 02:46:38,122.223.183.37,68.100.172.244,53843,64336,ICMP,94,Data,HTTP,Harum commodi quia provident esse exercitationem maiores molestiae. Voluptatum cum eum nihil harum vel sit quasi. Expedita quia incidunt officia beatae.,IoC Detected,98.6,,DDoS,Known Pattern B,Blocked,Low,Dhanush Arya,Opera/8.13.(X11; Linux i686; xh-ZA) Presto/2.9.178 Version/12.00,Segment B,"Rajpur Sonarpur, Arunachal Pradesh",,,,Server,1,2.1428633550913134
2022-07-07 04:04:06,94.1.49.174,221.182.156.14,2716,1571,TCP,222,Control,HTTP,Quos suscipit ipsam natus delectus. Velit libero nemo deleniti. Quaerat similique natus minus delectus voluptates quos.,IoC Detected,35.99,Alert Triggered,Malware,Known Pattern B,Logged,High,Hazel Madan,Mozilla/5.0 (Android 3.1; Mobile; rv:37.0) Gecko/37.0 Firefox/37.0,Segment A,"Giridih, Haryana",,,Alert Data,Firewall,1,2.33349009415767
2021-10-18 05:26:07,132.245.243.152,99.54.125.108,6722,2193,TCP,349,Data,HTTP,Voluptatum saepe atque facilis quam. Excepturi rerum totam esse reprehenderit id natus. Commodi error eaque saepe nihil reprehenderit debitis.,,94.99,,Malware,Known Pattern B,Blocked,Low,Lakshit Garde,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/16.0.860.0 Mobile/97M448 Safari/531.2",Segment B,"Saharsa, Nagaland",43.96.251.137,,,Firewall,1,2.1471445746976574
2022-04-04 20:44:39,198.99.16.135,173.13.217.227,64175,2809,TCP,373,Data,HTTP,Quasi exercitationem alias eum repudiandae repellendus. Delectus minus molestiae iusto voluptatibus veritatis.,IoC Detected,32.26,,Malware,Known Pattern A,Blocked,Low,Mehul Sood,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_1 rv:4.0; mi-NZ) AppleWebKit/531.20.5 (KHTML, like Gecko) Version/5.0.1 Safari/531.20.5",Segment A,"Burhanpur, Gujarat",5.149.128.161,Log Data,Alert Data,Server,1,2.3763508377302083
2020-06-09 02:45:35,218.84.129.232,19.182.48.186,55004,65062,UDP,248,Data,DNS,"Ex est veniam veritatis magnam enim. Voluptates earum temporibus amet natus omnis tempora minima.
Amet aut est veniam qui eveniet itaque totam.",,3.72,Alert Triggered,Intrusion,Known Pattern B,Logged,Medium,Stuvan Tak,Mozilla/5.0 (Android 4.3; Mobile; rv:48.0) Gecko/48.0 Firefox/48.0,Segment A,"Gangtok, Andhra Pradesh",,Log Data,,Firewall,1,2.1368790433620557
2022-10-25 15:13:44,129.82.138.149,9.223.62.70,6443,63437,ICMP,396,Control,FTP,"Explicabo occaecati neque minus. Alias tempore saepe soluta odio. Vitae praesentium laudantium natus.
Assumenda rem ipsum provident id ex. Assumenda commodi laudantium doloribus nesciunt fugit animi.",IoC Detected,54.3,Alert Triggered,DDoS,Known Pattern B,Blocked,High,Shray Jani,Opera/9.46.(X11; Linux x86_64; os-RU) Presto/2.9.163 Version/11.00,Segment B,"Bally, Kerala",,,,Firewall,1,2.144687448146576
2023-01-15 10:07:43,95.58.220.254,56.26.230.127,59484,1981,UDP,370,Control,FTP,Hic quas tempore veritatis. Fuga provident voluptas dolorem. Exercitationem quibusdam veritatis quam. Occaecati cupiditate maxime facilis quidem dolorem dicta.,,7.33,Alert Triggered,Intrusion,Known Pattern A,Ignored,High,Aniruddh Gokhale,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/536.0 (KHTML, like Gecko) FxiOS/14.1k5631.0 Mobile/91T202 Safari/536.0",Segment C,"Gandhidham, Karnataka",94.234.233.230,,,Firewall,1,2.2318964290394576
2020-05-20 21:11:34,154.49.147.52,58.182.229.160,3652,1941,ICMP,176,Control,FTP,"Sit quis rerum harum qui dicta. Aliquam veniam debitis. Fugiat itaque minus eos odio.
Voluptate molestias quis tempore. Praesentium ipsam quod unde. Odio dolorum ab tempore molestiae culpa.",IoC Detected,26.46,Alert Triggered,Malware,Known Pattern A,Ignored,Low,Saanvi Venkatesh,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/3.0),Segment B,"Mango, Mizoram",,Log Data,,Firewall,1,2.3019826645392354
2022-09-28 17:56:34,103.142.162.93,184.157.236.72,59140,1666,UDP,162,Control,HTTP,Officia expedita blanditiis occaecati neque ullam voluptate. Similique illum corporis nihil. Ducimus itaque repellat facilis dolorum deserunt ab.,,81.27,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Hridaan Lalla,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/5.0),Segment C,"Raipur, Arunachal Pradesh",69.16.107.224,Log Data,Alert Data,Server,1,2.274675003377066
2023-09-18 07:49:19,178.198.145.28,206.188.93.0,2046,63603,UDP,580,Data,HTTP,"Odit sapiente quisquam quod fugit voluptatem.
Adipisci accusamus dignissimos voluptatem delectus.
Eos quod accusamus voluptatibus aut. Culpa qui aliquam numquam consequuntur vitae totam.",,22.6,,DDoS,Known Pattern A,Blocked,Medium,Emir Venkatesh,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/43.0.812.0 Safari/533.2",Segment C,"Vadodara, Telangana",,Log Data,Alert Data,Firewall,0,2.1505951124656963
2021-03-26 21:08:12,65.121.156.110,197.50.64.163,5634,63986,UDP,209,Data,DNS,"Asperiores iusto cupiditate porro.
Quos minus dolor aspernatur veniam. Fugit quidem veniam voluptas commodi corrupti asperiores. Nam molestiae debitis iusto tempora ratione animi ex.",,1.11,,Malware,Known Pattern A,Logged,High,Ryan Warrior,Opera/9.23.(X11; Linux x86_64; ca-FR) Presto/2.9.186 Version/11.00,Segment C,"Bathinda, Odisha",,Log Data,Alert Data,Firewall,1,2.216244864503125
2020-08-26 01:07:59,12.130.114.235,112.175.255.159,2780,4240,UDP,293,Control,HTTP,"Reiciendis quibusdam cumque ipsa nostrum. Nesciunt nihil a voluptatem earum. Quos odit deserunt hic fugit deleniti nihil blanditiis.
Adipisci quod ut. Expedita error impedit distinctio dolorum.",IoC Detected,94.83,,DDoS,Known Pattern B,Logged,Medium,Aniruddh Bhakta,"Mozilla/5.0 (Windows; U; Windows NT 10.0) AppleWebKit/534.42.3 (KHTML, like Gecko) Version/4.1 Safari/534.42.3",Segment B,"Khandwa, Karnataka",,,Alert Data,Server,1,2.2128460077926038
2022-10-21 18:58:42,2.155.84.197,6.93.85.67,58997,63728,TCP,238,Data,DNS,Natus aliquam necessitatibus dolor tempore. Ea perspiciatis eos sit.,IoC Detected,5.68,,Malware,Known Pattern A,Logged,Low,Nitya Gala,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) FxiOS/17.1g9623.0 Mobile/30K937 Safari/531.1",Segment B,"Adoni, Goa",,Log Data,Alert Data,Firewall,1,2.2168124554132103
2021-04-06 12:28:50,25.113.13.247,96.168.211.18,64637,61516,ICMP,153,Control,HTTP,Nostrum occaecati at. Officiis quisquam corporis asperiores facilis distinctio qui. Sunt excepturi architecto asperiores ipsum a ea. Adipisci quisquam at temporibus error veritatis eos.,IoC Detected,44.4,Alert Triggered,DDoS,Known Pattern A,Logged,High,Siya Roy,"Mozilla/5.0 (Linux; Android 4.2.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/39.0.822.0 Safari/536.0",Segment A,"Madanapalle, Uttar Pradesh",,,Alert Data,Server,1,2.3784359392449135
2023-05-01 18:26:58,139.112.222.206,176.137.219.64,57208,64329,UDP,216,Control,FTP,"Ducimus sequi sequi exercitationem. Harum voluptatibus dignissimos.
Illo dolore blanditiis qui id laboriosam.",IoC Detected,55.72,,Intrusion,Known Pattern A,Ignored,Low,Myra Deshpande,Opera/9.90.(X11; Linux x86_64; yi-US) Presto/2.9.188 Version/11.00,Segment A,"Thoothukudi, Haryana",,Log Data,,Firewall,1,2.1866774446069823
2020-12-31 20:14:55,116.219.205.91,93.175.237.248,63144,9191,ICMP,210,Control,HTTP,Et voluptatibus iusto alias atque ducimus. Non quos adipisci omnis assumenda. Sapiente facilis perspiciatis nemo odio delectus ratione impedit. Veritatis perferendis cumque dolorem.,IoC Detected,5.37,,Malware,Known Pattern B,Blocked,High,Siya Uppal,Opera/9.80.(Windows NT 6.2; bo-IN) Presto/2.9.168 Version/12.00,Segment B,"South Dumdum, Sikkim",187.213.172.91,,,Server,1,2.1353792278054238
2021-08-22 07:03:36,219.102.86.168,84.55.69.129,2637,62507,TCP,260,Data,HTTP,Omnis molestiae sequi dolorem. Inventore fugit quo reiciendis autem atque libero aliquam.,IoC Detected,70.21,,Malware,Known Pattern B,Blocked,Low,Divyansh Sha,Opera/8.64.(X11; Linux x86_64; te-IN) Presto/2.9.182 Version/10.00,Segment C,"Patiala, Chhattisgarh",94.251.71.155,,,Server,1,2.2522249672621952
2020-03-25 10:07:50,193.68.203.178,152.128.40.247,60243,2523,TCP,252,Control,HTTP,"Nam corrupti minus maiores iure blanditiis. Architecto magni quis sapiente. Vero minima enim itaque molestiae quia aspernatur.
Quod illo pariatur in. Fuga quam maxime harum.",IoC Detected,21.23,,Intrusion,Known Pattern B,Logged,High,Vritika Salvi,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/15.0.809.0 Safari/533.0",Segment A,"Alwar, Andhra Pradesh",169.31.20.167,,Alert Data,Firewall,1,2.2481191002033456
2020-03-28 04:34:19,90.220.99.186,117.125.109.120,1569,6295,TCP,148,Data,FTP,"Veniam ipsum hic velit corporis eveniet.
Non nostrum magni explicabo fugiat amet dolorem. Iste modi minus quas.",,87.08,,Malware,Known Pattern B,Logged,Low,Saira Wadhwa,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0),Segment A,"Mango, Gujarat",144.161.150.83,Log Data,Alert Data,Server,1,2.2327338744160268
2020-12-30 03:38:02,46.218.223.228,64.193.16.228,4136,62149,ICMP,89,Control,DNS,Molestiae praesentium tempora. Quibusdam ratione culpa nobis.,IoC Detected,86.94,Alert Triggered,Malware,Known Pattern A,Logged,Low,Badal Chahal,Mozilla/5.0 (compatible; MSIE 8.0; Windows 98; Trident/3.1),Segment B,"Bidhannagar, Mizoram",,,,Firewall,1,2.258247165718909
2020-06-27 00:24:21,208.12.158.185,161.30.185.187,62985,62890,UDP,392,Control,FTP,"Velit corporis dolor dolores nesciunt sed enim.
Porro placeat fugiat ut. Officia minus voluptates nulla. Repellat officiis voluptatibus qui quo veniam itaque. Qui numquam ipsam illum ea.",IoC Detected,77.94,,Intrusion,Known Pattern B,Blocked,Low,Neysa Shankar,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/8876-03-08 12:38:19 Firefox/3.8,Segment B,"Nagercoil, Meghalaya",144.50.95.218,,Alert Data,Server,2,2.306372387475912
2022-08-27 02:20:45,139.213.164.25,42.79.72.150,57138,65487,TCP,237,Data,DNS,"Maiores rerum velit architecto sunt. Nam nihil sapiente deserunt aliquid quidem laudantium.
Necessitatibus delectus iure illo inventore eligendi a. Laborum officia at eaque.",IoC Detected,21.64,Alert Triggered,Intrusion,Known Pattern B,Ignored,High,Taran Maharaj,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/533.7.4 (KHTML, like Gecko) Version/5.0.2 Safari/533.7.4",Segment A,"Jamshedpur, West Bengal",,,Alert Data,Server,1,2.2263676732364557
2022-05-13 15:22:18,183.153.65.72,179.184.5.204,2960,65090,UDP,1495,Control,HTTP,"Non consequuntur rerum omnis aperiam. Assumenda eveniet a earum. Cum sit laborum modi dolore exercitationem.
Omnis quod sed.",,91.01,,Malware,Known Pattern B,Logged,Medium,Nirvaan Kala,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/533.2.7 (KHTML, like Gecko) Version/4.0 Safari/533.2.7",Segment A,"Buxar, Tamil Nadu",129.112.152.168,,,Firewall,0,2.141130300833676
2020-09-14 17:26:07,207.157.118.12,13.192.189.97,60447,3182,ICMP,138,Data,DNS,Repellendus iusto quo impedit sit soluta soluta. Tempora alias praesentium error.,,30.04,,Malware,Known Pattern B,Ignored,Low,Ehsaan Kota,Opera/8.38.(X11; Linux i686; mhr-RU) Presto/2.9.174 Version/11.00,Segment C,"Kirari Suleman Nagar, Gujarat",223.13.115.127,,,Server,1,2.2738180782808173
2023-02-02 22:08:23,23.25.164.174,193.17.220.39,4765,64701,TCP,527,Data,HTTP,"At ipsum nemo rerum. Beatae corrupti ab labore numquam. Ipsum dolor consequuntur iusto.
Voluptates est commodi voluptates voluptatibus nihil eius odit. Dolores vero quisquam esse.",,6.98,Alert Triggered,DDoS,Known Pattern B,Blocked,Medium,Amira Krishnamurthy,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/4.1),Segment B,"Karawal Nagar, Maharashtra",207.232.21.2,,,Firewall,0,2.221390849393669
2022-09-16 09:16:36,222.8.78.101,159.4.48.242,56695,2963,UDP,151,Data,FTP,Ipsum quas libero assumenda ipsam odit. Voluptatibus quia error nulla consectetur omnis aspernatur.,IoC Detected,87.8,Alert Triggered,DDoS,Known Pattern A,Logged,Medium,Samar Chokshi,Opera/8.70.(Windows NT 6.1; or-IN) Presto/2.9.168 Version/11.00,Segment B,"Mango, Haryana",,Log Data,Alert Data,Firewall,1,2.1447313942379402
2022-07-13 20:15:11,88.45.69.112,34.137.13.238,6317,64785,TCP,480,Control,HTTP,"Sapiente ipsam dolore modi delectus cumque.
Voluptatibus voluptates laudantium possimus suscipit magnam.
Ducimus doloribus sapiente vitae sunt. Ex sint beatae voluptatibus aut.",,87.19,,Malware,Known Pattern A,Logged,Low,Ivana Dyal,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_7 rv:3.0; hak-TW) AppleWebKit/535.44.7 (KHTML, like Gecko) Version/5.1 Safari/535.44.7",Segment B,"Kottayam, Andhra Pradesh",,,,Server,1,2.2252211562173847
2020-12-13 21:39:10,142.89.68.1,132.192.137.247,3650,64625,TCP,320,Data,DNS,"Dicta numquam commodi illum. Doloremque perspiciatis corrupti culpa.
A exercitationem nam adipisci corrupti. Assumenda vitae similique eius cupiditate. Nobis commodi molestiae.",IoC Detected,99.2,,DDoS,Known Pattern A,Logged,Medium,Khushi Thakur,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.0; Trident/4.1),Segment B,"Avadi, West Bengal",166.78.28.39,Log Data,,Server,1,2.2890243737345046
2023-04-05 22:27:14,16.1.0.39,78.191.203.136,1172,61867,ICMP,418,Control,DNS,"Doloribus nihil placeat. Dolorem laudantium vel perspiciatis.
Suscipit odit autem molestias praesentium tempora. Facilis odio tenetur ad minima dicta eius.",,4.8,,Intrusion,Known Pattern A,Blocked,Low,Arnav Chakraborty,Opera/8.52.(Windows 98; Win 9x 4.90; bho-IN) Presto/2.9.183 Version/11.00,Segment C,"Durg, Mizoram",,,,Firewall,1,2.282352464201555
2023-03-28 15:25:55,141.140.138.142,34.142.139.1,63594,58311,ICMP,358,Control,HTTP,Vero quam reiciendis vitae delectus. Nostrum alias fugit nihil nulla quaerat commodi. Commodi beatae commodi hic.,IoC Detected,89.16,,Intrusion,Known Pattern A,Ignored,Low,Jivin Goswami,Opera/8.92.(X11; Linux i686; raj-IN) Presto/2.9.168 Version/11.00,Segment A,"Dhanbad, Mizoram",,,,Firewall,1,2.1794930844062392
2022-12-28 03:49:06,113.32.107.235,56.238.113.104,61491,2334,TCP,409,Data,HTTP,Possimus asperiores temporibus. Labore commodi voluptatum fugit possimus ipsam.,,23.85,,Malware,Known Pattern A,Ignored,High,Anika Srinivasan,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/25.0.892.0 Safari/532.1",Segment A,"Parbhani, Gujarat",,Log Data,Alert Data,Firewall,1,2.295613181979195
2023-08-13 12:24:58,63.105.183.45,44.208.99.244,58282,61018,TCP,92,Data,HTTP,Nihil at suscipit harum. Aut nesciunt quod suscipit corrupti repellendus cum. Minima sequi quam reprehenderit blanditiis debitis quidem.,IoC Detected,13.93,Alert Triggered,DDoS,Known Pattern A,Blocked,Medium,Sana Rajagopalan,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; rv:1.9.6.20) Gecko/2571-06-27 00:26:06 Firefox/15.0,Segment C,"Dehradun, Uttarakhand",154.51.103.141,Log Data,Alert Data,Firewall,1,2.155545614532484
2021-07-01 23:59:01,171.144.129.47,51.52.82.122,2323,2574,ICMP,529,Data,FTP,Nesciunt doloribus id atque eaque odit.,,34.68,,Intrusion,Known Pattern B,Blocked,Low,Zoya Bajaj,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/23.0.863.0 Safari/531.2",Segment A,"Maheshtala, Rajasthan",,,,Firewall,0,2.2020418174102097
2022-05-05 20:23:26,222.207.18.57,156.165.173.26,61520,4989,UDP,281,Control,DNS,"Mollitia expedita quisquam reiciendis dolorum quo. Omnis suscipit harum accusamus.
Amet similique cum.",IoC Detected,53.75,,Intrusion,Known Pattern B,Blocked,Medium,Adira Kulkarni,Mozilla/5.0 (Android 2.3; Mobile; rv:30.0) Gecko/30.0 Firefox/30.0,Segment C,"Ulhasnagar, Tripura",,,,Server,1,2.196249539863171
2020-03-17 08:07:20,104.173.66.126,216.97.195.170,65006,13878,TCP,89,Data,FTP,"Quod voluptate sunt et id voluptatem. Occaecati accusamus illum saepe iste iure architecto.
Saepe velit tempora. Tempore natus aliquid a rerum.",IoC Detected,84.26,Alert Triggered,Malware,Known Pattern A,Blocked,High,Zoya Gola,Mozilla/5.0 (Windows 95; yi-US; rv:1.9.0.20) Gecko/3630-12-18 09:55:03 Firefox/3.8,Segment B,"Patna, Arunachal Pradesh",203.184.138.11,,,Firewall,1,2.143972848049564
2023-01-28 11:57:16,97.130.12.56,121.62.34.212,57544,64973,ICMP,480,Control,FTP,Deleniti atque assumenda est quibusdam iusto. Iusto corrupti voluptatum doloremque praesentium ipsam facere.,,44.74,Alert Triggered,Intrusion,Known Pattern B,Logged,Low,Ritvik Kant,Opera/9.30.(X11; Linux x86_64; ml-IN) Presto/2.9.166 Version/12.00,Segment A,"Karaikudi, Gujarat",82.52.200.220,Log Data,,Firewall,2,2.184393055871138
